MIBiG name	MIBiG SMILES	MIBiG Inchikey	MIBiG BGC ID	NPAID	NPA name	Curated name	Curated SMILES	Curated Source Database ID	Curated doi	Curated origin	Notes
alterochromide B'			BGC0000299				O=C([C@@H](NC([C@@H](NC([C@H](C(C)C)NC([C@H]([C@H](OC1=O)C)NC(/C=C/C=C/C=C/C=C/C=C/C2=CC=C(C=C2)O)=O)=O)=O)CC(N)=O)=O)CC(N)=O)N[C@H]1CC(C)C		10.1021/sb500280q	Pseudoalteromonas piscicida JCM 20779 	Note that this reference has all the configurations screwed up. These structures are correct per original isolation paper for the series.
bromoalterochromide B'			BGC0000299				O=C([C@@H](NC([C@@H](NC([C@H](C(C)C)NC([C@H]([C@H](OC1=O)C)NC(/C=C/C=C/C=C/C=C/C=C/C2=CC=C(C(Br)=C2)O)=O)=O)=O)CC(N)=O)=O)CC(N)=O)N[C@H]1CC(C)C		10.1021/sb500280q	Pseudoalteromonas piscicida JCM 20779 	Note that this reference has all the configurations screwed up. These structures are correct per original isolation paper for the series.
dibromoalterochromide B'			BGC0000299				O=C([C@@H](NC([C@@H](NC([C@H](C(C)C)NC([C@H]([C@H](OC1=O)C)NC(/C=C/C=C/C=C/C=C/C=C/C2=CC(Br)=C(C(Br)=C2)O)=O)=O)=O)CC(N)=O)=O)CC(N)=O)N[C@H]1CC(C)C		10.1021/sb500280q	Pseudoalteromonas piscicida JCM 20779 	Note that this reference has all the configurations screwed up. These structures are correct per original isolation paper for the series.
alterochromide A''			BGC0000299				CC(C)[C@@H]1NC([C@@H](NC([C@@H](NC([C@H](C(C)C)NC([C@H]([C@H](OC1=O)C)NC(/C=C/C=C/C=C/C=C/C2=CC=C(C=C2)O)=O)=O)=O)CC(N)=O)=O)CC(N)=O)=O		10.1021/sb500280q	Pseudoalteromonas piscicida JCM 20779 	Note that this reference has all the configurations screwed up. These structures are correct per original isolation paper for the series.
bromoalterochromide A''			BGC0000299				CC(C)[C@@H]1NC([C@@H](NC([C@@H](NC([C@H](C(C)C)NC([C@H]([C@H](OC1=O)C)NC(/C=C/C=C/C=C/C=C/C2=CC=C(C(Br)=C2)O)=O)=O)=O)CC(N)=O)=O)CC(N)=O)=O		10.1021/sb500280q	Pseudoalteromonas piscicida JCM 20779 	Note that this reference has all the configurations screwed up. These structures are correct per original isolation paper for the series.
alterochromide B''			BGC0000299				CC(C)[C@@H]1NC([C@@H](NC([C@@H](NC([C@H](C(C)C)NC([C@H]([C@H](OC1=O)C)NC(/C=C/C=C/C=C/C=C/C=C/C2=CC=C(C=C2)O)=O)=O)=O)CC(N)=O)=O)CC(N)=O)=O		10.1021/sb500280q	Pseudoalteromonas piscicida JCM 20779 	Note that this reference has all the configurations screwed up. These structures are correct per original isolation paper for the series.
bromoalterochromide B''			BGC0000299				CC(C)[C@@H]1NC([C@@H](NC([C@@H](NC([C@H](C(C)C)NC([C@H]([C@H](OC1=O)C)NC(/C=C/C=C/C=C/C=C/C=C/C2=CC=C(C(Br)=C2)O)=O)=O)=O)CC(N)=O)=O)CC(N)=O)=O		10.1021/sb500280q	Pseudoalteromonas piscicida JCM 20779 	Note that this reference has all the configurations screwed up. These structures are correct per original isolation paper for the series.
amychelin	CC([C@H](C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)N[C@H]1CC2=CC(=C(C=C2[N+](C1)(C)C)O)O)NC(=O)C[C@H](C[C@H]([C@@H](CO)NC(=O)C3=CC=CC=C3O)O)O)O	RTZSUJWUBYBFSE-OMSCKNLYSA-O	BGC0000300	NPA011646	Amychelin						
anabaenopeptin 908			BGC0000301			anabaenopeptin 908	CC[C@@H]([C@H]1C(NCCCC[C@@H](NC(N[C@H](C(O)=O)CCCNC(N)=N)=O)C(N[C@@H](C(C)C)C(N[C@@H](CCC2=CC=C(O)C=C2)C(N(C)[C@@H](CCC3=CC=C(O)C=C3)C(N1)=O)=O)=O)=O)=O)C		10.1021/np800557m	Planktothrix agardhii CYA 126/8	
anabaenopeptin 915			BGC0000301	NPA006610	Anabaenopeptin 915						
anthramycin	CC1=C(C2=C(C=C1)C(=O)N3C=C(CC3C(N2)O)/C=C/C(=O)N)O	VGQOVCHZGQWAOI-HWKANZROSA-N	BGC0000303	NPA008987	Anthramycin						
apicidin	CCC(C)[C@H]1C(=O)N2CCCC[C@@H]2C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CC3=CN(C4=CC=CC=C43)OC)CCCCCC(=O)CC	JWOGUUIOCYMBPV-LQJYRIKDSA-N	BGC0000304	NPA013880	Apicidin						
Arthrofactin A	CCCCCCC[C@H](O)CC(N[C@@H](C(N[C@@H](C(N[C@H]([C@H](OC([C@@H](NC([C@@H](NC([C@@H](NC([C@@H](CO)NC(C(CC(C)C)N1)=O)=O)[C@@H](C)CC)=O)[C@@H](C)CC)=O)CC(O)=O)=O)C)C(N[C@@H](C(N[C@H](CC(C)C)C(N[C@H](CO)C1=O)=O)=O)CC(C)C)=O)=O)CC(O)=O)=O)CC(C)C)=O	UROZFFDPLXHNMZ-ATOUVZBTSA-N	BGC0000305			Arthrofactin A	CCCCCCCC(CC(N[C@H](CC(C)C)C(N[C@H](CC(O)=O)C(N[C@@H](C(N[C@H](CC(C)C)C(N[C@@H](C(N[C@@H]1CO)=O)CC(C)C)=O)=O)[C@@H](C)OC([C@H](CC(O)=O)NC([C@H]([C@H](CC)C)NC([C@H]([C@H](CC)C)NC([C@H](NC([C@@H](NC1=O)CC(C)C)=O)CO)=O)=O)=O)=O)=O)=O)=O)O		10.1128/jb.175.20.6459-6466.1993	Arthrobacter sp. MIS38	Structural revision in https://doi.org/10.1002/cbic.201200532. Depicted structure is correct. Wrong (original) structure is CCCCCCCC(CC(N[C@H](CC(C)C)C(N[C@H](CC(O)=O)C(N[C@@H](C(N[C@H](CC(C)C)C(N[C@@H](C(N[C@@H]1CO)=O)CC(C)C)=O)=O)[C@H](C)O)=O)=O)=O)OC([C@H](CC(O)=O)NC([C@H]([C@H](CC)C)NC([C@H]([C@H](CC)C)NC([C@H](NC([C@@H](NC1=O)CC(C)C)=O)CO)=O)=O)=O)=O
Arylomycin	CCCCCCCCCCCCCCCC(=O)N(C)[C@H](CO)C(=O)N[C@H](C)C(=O)NCC(=O)N(C)[C@H]1C2=CC(=C(C=C2)O)C3=C(C=CC(=C3)C[C@H](NC(=O)[C@@H](NC1=O)C)C(=O)O)O	HGWCKYGOWQEYSJ-JBWZRHCTSA-N	BGC0000306								Not a compound name- this is a compound class
aureobasidin A1	CC[C@@H](C)[C@@H]1C(=O)N([C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)O[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N2CCC[C@H]2C(=O)N1)CC3=CC=CC=C3)C)CC4=CC=CC=C4)C(C)C)C)[C@H](C)CC)C(C)(C)O)C)CC(C)C)C(C)C)C	RLMLFADXHJLPSQ-NPPFTVEMSA-N	BGC0000307	NPA018632	AbT1						
Aureusamine A			BGC0000308			Aureusamine A	OC1=CC=C(CC2=CN=C(C(C)C)C(N2)=O)C=C1		10.1126/science.1188888	Staphylococcus aureus	
Aureusamine B			BGC0000308			Aureusamine B	O=C(N1)C(C(C)C)=NC=C1CC2=CC=CC=C2		10.1126/science.1188888	Staphylococcus aureus	
bacillibactin	C[C@@H]1[C@@H](C(=O)O[C@@H]([C@@H](C(=O)O[C@@H]([C@@H](C(=O)O1)NC(=O)CNC(=O)C2=C(C(=CC=C2)O)O)C)NC(=O)CNC(=O)C3=C(C(=CC=C3)O)O)C)NC(=O)CNC(=O)C4=C(C(=CC=C4)O)O	RCQTVEFBFUNTGM-BDVHUIKKSA-N	BGC0000309			Corynebactin 	C[C@@H]1[C@@H](C(=O)O[C@@H]([C@@H](C(=O)O[C@@H]([C@@H](C(=O)O1)NC(=O)CNC(=O)C2=C(C(=CC=C2)O)O)C)NC(=O)CNC(=O)C3=C(C(=CC=C3)O)O)C)NC(=O)CNC(=O)C4=C(C(=CC=C4)O)O		H. Budzikiewicz, A. Bo_ssenkamp, K. Taraz, A. Pandey, J.-M. Meyer Zeitschrift für Naturforschung C, 1997, 52, 551 - 554	Corynebacterium glutamicum ATCC 14067 	Subsequently named bacillibactin in 10.1074/jbc.M009140200 
bacitracin	CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCCCCC(C(=O)NC(C(=O)N1)CCCN)NC(=O)C(C(C)CC)NC(=O)C(CCC(=O)O)NC(=O)C(CC(C)C)NC(=O)C2CSC(=N2)C(C(C)CC)N)CC(=O)N)CC(=O)O)CC3=CN=CN3)CC4=CC=CC=C4	CLKOFPXJLQSYAH-UHFFFAOYSA-N	BGC0000310								Not a compound name- this is a compound class
balhimycin	CC1C(=O)C(CC(O1)OC2C3C(=O)NC(C4=CC(=CC(=C4C5=C(C=CC(=C5)C(C(=O)N3)NC(=O)C6C7=CC(=C(C(=C7)OC8=C(C=C(C=C8)C(C(C(=O)NC(C(=O)N6)CC(=O)N)NC(=O)C(CC(C)C)NC)O)Cl)OC9C(C(C(C(O9)CO)O)O)O)OC1=C(C=C2C=C1)Cl)O)O)O)C(=O)O)(C)N	WKNFBFHAYANQHF-UHFFFAOYSA-N	BGC0000311	NPA010597	Balhimycin						
bassianolide	CC(C)CC1C(=O)OC(C(=O)N(C(C(=O)OC(C(=O)N(C(C(=O)OC(C(=O)N(C(C(=O)OC(C(=O)N1C)C(C)C)CC(C)C)C)C(C)C)CC(C)C)C)C(C)C)CC(C)C)C)C(C)C	QVZZPLDJERFENQ-UHFFFAOYSA-N	BGC0000312						https://doi.org/10.1016/S0040-4039(01)83709-6	Beauveria bassiana	
beauvericin	CC(C)[C@@H]1C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O1)CC2=CC=CC=C2)C)C(C)C)CC3=CC=CC=C3)C)C(C)C)CC4=CC=CC=C4)C	GYSCAQFHASJXRS-FFCOJMSVSA-N	BGC0000313	NPA001888	Beauvericin						
CDA1b	O=C(N[C@@H](CC(O)=O)C(N[C@H](C1=CC=C(O)C=C1)C(N[C@@H](CC(O)=O)C(NCC(N[C@@H](C(N[C@@H](CCC(O)=O)C(N[C@@H](CC2=CNC3=C2C=CC=C3)C(O[C@H](C)[C@@H]4NC([C@H](CO)NC(C(O5)C5CCC)=O)=O)=O)=O)=O)[C@H](OP(O)(O)=O)C(N)=O)=O)=O)=O)=O)[C@H](CC(O)=O)NC([C@@H](CC6=CNC7=C6C=CC=C7)NC4=O)=O	LUYIOBWFMDELAR-NMJWYASFSA-N	BGC0000315						https://doi.org/10.1002/anie.199704981	Streptomyces coelicolor A3(2)	
CDA2a	O=C(N[C@@H](CC(O)=O)C(N[C@H](C1=CC=C(O)C=C1)C(N[C@@H](CC(O)=O)C(NCC(N[C@@H](C(N[C@@H](CCC(O)=O)C(N/C(C(O[C@H](C)[C@@H]2NC([C@H](CO)NC(C(O3)C3CCC)=O)=O)=O)=C\\C4=CNC5=C4C=CC=C5)=O)=O)[C@H](OP(O)(O)=O)C(N)=O)=O)=O)=O)=O)[C@H](CC(O)=O)NC([C@@H](CC6=CNC7=C6C=CC=C7)NC2=O)=O	HDBCLPTUKVHJRE-NHTRHERRSA-N	BGC0000315						https://doi.org/10.1016/S1074-5521(02)00252-1	Streptomyces coelicolor A3(2)	
CDA2b	CCCC1OC1C(=O)N[C@@H](CO)C(=O)N[C@H]1[C@@H](C)OC(=O)[C@H](CC2=CNC3=C2C=CC=C3)NC(=O)[C@@H](NC(=O)[C@H](NC(=O)CNC(=O)[C@H](CC(O)=O)NC(=O)[C@H](NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CC(O)=O)NC(=O)[C@@H](CC2=CNC3=C2C=CC=C3)NC1=O)C1=CC=C(O)C=C1)[C@H](OP(O)(O)=O)C(N)=O)C(C)CC(O)=O	WTMASHWTLVHXAV-OQOVWUBXSA-N	BGC0000315						https://doi.org/10.1002/anie.199704981	Streptomyces coelicolor A3(2)	
CDA3a			BGC0000315			CDA3a	[H][C@@]1(CCC(O)=O)NC([C@](NC(CNC([C@@H](NC([C@@H](C2=CC=C(C=C2)O)NC([C@@H](NC([C@@H](NC([C@H](NC([C@H]([C@H](OC(/C(NC1=O)=C/C3=CNC4=C3C=CC=C4)=O)C)NC([C@@H](NC(C5OC5CCC)=O)CO)=O)=O)CC6=CNC7=C6C=CC=C7)=O)CC(O)=O)=O)CC(O)=O)=O)=O)CC(O)=O)=O)=O)([C@@H](C(N)=O)O)[H])=O		https://doi.org/10.1016/S1074-5521(02)00252-1	Streptomyces coelicolor A3(2)	
CDA3b	O=C(N[C@@H](CC(O)=O)C(N[C@H](C1=CC=C(O)C=C1)C(N[C@@H](CC(O)=O)C(NCC(N[C@@H](C(N[C@@H](CCC(O)=O)C(N[C@@H](CC2=CNC3=C2C=CC=C3)C(O[C@H](C)[C@@H]4NC([C@H](CO)NC(C(O5)C5CCC)=O)=O)=O)=O)=O)[C@@H](C(N)=O)O)=O)=O)=O)=O)[C@H](CC(O)=C)NC([C@@H](CC6=CNC7=C6C=CC=C7)NC4=O)=O	XGLCZYVABSAPMJ-AISVKAHBSA-N	BGC0000315						https://doi.org/10.1002/anie.199704981	Streptomyces coelicolor A3(2)	
CDA4a	O=C(N[C@@H](CC(O)=O)C(N[C@H](C1=CC=C(O)C=C1)C(N[C@@H](CC(O)=O)C(NCC(N[C@@H](C(N[C@@H]([C@H](C)CC(O)=O)C(N/C(C(O[C@H](C)[C@@H]2NC([C@H](CO)NC(C(O3)C3CCC)=O)=O)=O)=C\\C4=CNC5=C4C=CC=C5)=O)=O)[C@H](O)C(N)=O)=O)=O)=O)=O)[C@H](CC(O)=O)NC([C@@H](CC6=CNC7=C6C=CC=C7)NC2=O)=O	NQOKDPHJXPKXGQ-HITDHQDLSA-N	BGC0000315						https://doi.org/10.1016/S1074-5521(02)00252-1	Streptomyces coelicolor A3(2)	
CDA4b	O=C(N[C@@H](CC(O)=O)C(N[C@H](C1=CC=C(O)C=C1)C(N[C@@H](CC(O)=O)C(NCC(N[C@@H](C(N[C@@H]([C@H](C)CC(O)=O)C(N[C@@H](CC2=CNC3=C2C=CC=C3)C(O[C@H](C)[C@@H]4NC([C@H](CO)NC(C(O5)C5CCC)=O)=O)=O)=O)=O)[C@@H](C(N)=O)O)=O)=O)=O)=O)[C@H](CC(O)=O)NC([C@@H](CC6=CNC7=C6C=CC=C7)NC4=O)=O	XBPJBGYZBLYHLT-HFAZLTOXSA-N	BGC0000315	NPA003812	CDA4b						
capreomycin IA			BGC0000316			capreomycin IA	O=C(N[C@@H](CNC(C[C@H](N)CCCN)=O)C(N/C(C(N[C@@H]([C@H]1CCN=C(N)N1)C(NC[C@H](N)C(N2)=O)=O)=O)=C\NC(N)=O)=O)[C@@H]2CO		10.1007/BF01927571	Streptomyces capreolus	structure reassigned again in https://doi.org/10.7164/antibiotics.30.955
capreomycin IB			BGC0000316			capreomycin IB	C[C@H]1C(N[C@@H](CNC(C[C@H](N)CCCN)=O)C(N/C(C(N[C@@H]([C@H]2CCN=C(N)N2)C(NC[C@H](N)C(N1)=O)=O)=O)=C\NC(N)=O)=O)=O		https://doi.org/10.1038/231301a0	Streptomyces capreolus	Structure reasigned in 10.1007/BF01927571. structure reassigned again in https://doi.org/10.7164/antibiotics.30.955
capreomycin IIA			BGC0000316			capreomycin IIA	O=C(N[C@@H](CN)C(N/C(C(N[C@@H]([C@H]1CCN=C(N)N1)C(NC[C@H](N)C(N2)=O)=O)=O)=C\NC(N)=O)=O)[C@@H]2CO		10.1007/BF01927571	Streptomyces capreolus	structure reassigned again in https://doi.org/10.7164/antibiotics.30.955
capreomycin IIB			BGC0000316			capreomycin IIB	C[C@H]1C(=O)N[C@H](C(=O)N/C(=C\NC(=O)N)/C(=O)N[C@H](C(=O)NC[C@@H](C(=O)N1)N)[C@H]2CCN=C(N2)N)CN	3034237	10.1007/BF01927571	Streptomyces capreolus	structure reassigned again in https://doi.org/10.7164/antibiotics.30.955
cephalosporin C	CC(=O)OCC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)CCC[C@H](C(=O)O)N)SC1)C(=O)O	HOKIDJSKDBPKTQ-GLXFQSAKSA-N	BGC0000317	NPA009329	Cephalosporin C						
cephalosporin, cefEFG genes	C=C1CS[C@@H](N=C1C(=O)O)[C@@H](C(=O)O)NC(=O)CCCC[C@H](C(=O)O)N	JGKXEMYIHDYWCZ-JFUSQASVSA-N	BGC0000318								Not a compound name- this is a compound class
cephamycin C	CO[C@@]1([C@@H]2N(C1=O)C(=C(CS2)COC(=O)N)C(=O)O)NC(=O)CCCC(C(=O)O)N	LXWBXEWUSAABOA-MQWBZMFZSA-N	BGC0000319	NPA008205	Cephamycin C						
Cereulide			BGC0000320	NPA001776	Cereulide						
chaetocin			BGC0000321			chaetocin	CN1C([C@]23C[C@@]4([C@]56C[C@]78C(N(C)[C@@](SS8)(CO)C(N7[C@@]5([H])NC9=CC=CC=C69)=O)=O)[C@](NC%10=CC=CC=C%104)([H])N2C([C@]1(CO)SS3)=O)=O		https://doi.org/10.1002/hlca.19700530521	Chaetomium minutum	
chloroeremomycin	C[C@H]1[C@@H]([C@@](C[C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=C4C=C5C=C3OC6=C(C=C(C=C6)[C@H]([C@H](C(=O)N[C@H](C(=O)N[C@H]5C(=O)N[C@@H]7C8=CC(=C(C=C8)O)C9=C(C=C(C=C9[C@H](NC(=O)[C@H]([C@@H](C1=CC(=C(O4)C=C1)Cl)O[C@H]1C[C@]([C@H]([C@@H](O1)C)O)(C)N)NC7=O)C(=O)O)O)O)CC(=O)N)NC(=O)[C@@H](CC(C)C)NC)O)Cl)CO)O)O)(C)N)O	XJHXLMVKYIVZTE-LOALFDMRSA-N	BGC0000322								Isolation reference hard to find
cichofactin A			BGC0000323			cichofactin A	CC(C)C[C@@H](C(N[C@H](C(N[C@H](C(N[C@H](C(N[C@H](C(N[C@H](C(N[C@H](C(N[C@H](C(O)=O)CC(C)C)=O)CC(C)C)=O)C(C)C)=O)CCC(N)=O)=O)CC(C)C)=O)CCC(N)=O)=O)CC(C)C)=O)NC(CC(CCCCCCC)O)=O		https://doi.org/10.1094/MPMI-11-12-0258-R	Pseudomonas cichorii	
cichofactin B			BGC0000323			cichofactin B	CC(C)C[C@@H](C(N[C@H](C(N[C@H](C(N[C@H](C(N[C@H](C(N[C@H](C(N[C@H](C(N[C@H](C(O)=O)CC(C)C)=O)CC(C)C)=O)C(C)C)=O)CCC(N)=O)=O)CC(C)C)=O)CCC(N)=O)=O)CC(C)C)=O)NC(CC(CCCCCCCCC)O)=O		https://doi.org/10.1094/MPMI-11-12-0258-R	Pseudomonas cichorii	
coelibactin			BGC0000324								Structure predicted but not proven
coelichelin	C[C@H]([C@H](C(=O)N(CCC[C@@H](C(=O)O)NC(=O)[C@@H](CCCN(C=O)O)N)O)NC(=O)[C@@H](CCCN(C=O)O)N)O	ZPJLQAOTGYKOBJ-OVYGPGRDSA-N	BGC0000325	NPA009051	Coelichelin						
complestatin	CN1[C@@H](CC2=CC=C(C=C2)OC3=C(C4=CC(=C3)[C@H](C(=O)N[C@@H](C1=O)C5=CC(=C(C(=C5)Cl)O)Cl)NC(=O)[C@@H](NC(=O)[C@H](CC6=CNC7=C6C=CC4=C7)NC(=O)C(=O)C8=CC(=C(C(=C8)Cl)O)Cl)C9=CC(=C(C(=C9)Cl)O)Cl)O)C(=O)N[C@H](C1=CC=C(C=C1)O)C(=O)O	JJGZGELTZPACID-NJFJLHGKSA-N	BGC0000326	NPA000750	Isocomplestatin						
congocidine	CN1C=C(C=C1C(=O)NC2=CN(C(=C2)C(=O)NCCC(=N)N)C)NC(=O)CN=C(N)N	IDBIFFKSXLYUOT-UHFFFAOYSA-N	BGC0000327	NPA018236	Netropsin						
coronatine	CC[C@@H]1C[C@H]2[C@H](CCC2=O)C(=C1)C(=O)N[C@]3(C[C@@H]3CC)C(=O)O	FMGBNISRFNDECK-CZSBRECXSA-N	BGC0000328	NPA007302	Coronatine						
corpeptin A			BGC0000329			corpeptin A	CCCCCCCC(CC(=N/C(=C\C)/C(=O)N1CCC[C@H]1C(=N[C@@H](C)C(=N[C@@H](C)C(=N[C@@H](C)C(=N[C@@H](C(C)C)C(=N[C@@H](C(C)C)C(=N/C(=C\C)/C(=N[C@@H](CCO)C(=N[C@@H](C(C)C)C(=N[C@@H]([C@H](C)CC)C(=NC(=C)C(=N[C@@H](C)C(=N[C@@H](C)C(=N[C@@H](C)C(=N[C@@H](C(C)C)C(=N/C(=C\C)/C(=N[C@H]2[C@@H](OC(=O)[C@@H](N=C([C@@H](N=C([C@@H](N=C([C@@H](N=C2O)C)O)CCN)O)CO)O)[C@@H](C)CC)C)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O	102439469	https://doi.org/10.1016/S0014-5793(98)00933-8	Pseudomonas corrugata	
corpeptin B			BGC0000329			corpeptin B	CCCC/C=C\CC(CC(=N/C(=C\C)/C(=O)N1CCC[C@H]1C(=N[C@@H](C)C(=N[C@@H](C)C(=N[C@@H](C)C(=N[C@@H](C(C)C)C(=N[C@@H](C(C)C)C(=N/C(=C\C)/C(=N[C@@H](CCO)C(=N[C@@H](C(C)C)C(=N[C@@H]([C@H](C)CC)C(=NC(=C)C(=N[C@@H](C)C(=N[C@@H](C)C(=N[C@@H](C)C(=N[C@@H](C(C)C)C(=N/C(=C\C)/C(=N[C@H]2[C@@H](OC(=O)[C@@H](N=C([C@@H](N=C([C@@H](N=C([C@@H](N=C2O)C)O)CCN)O)CO)O)[C@@H](C)CC)C)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O	102439470	https://doi.org/10.1016/S0014-5793(98)00933-8	Pseudomonas corrugata	
cupriachelin	CCCCCCCCCC(N[C@@H]([C@H](O)C(O)=O)C(N[C@H](C(N[C@@H]([C@H](O)C(O)=O)C(NCC(N[C@@H](CCCN(O)C(C[C@@H](O)C)=O)C(O)=O)=O)=O)=O)CCN)=O)=O	NKYSSGMAMSGPMC-UBFCWUJISA-N	BGC0000330	NPA010214	Cupriachelin						
cyanopeptin			BGC0000331								
cyanopeptolin 1138	CC[C@H](C)[C@H]1C(=O)O[C@@H]([C@@H](C(=O)N[C@H](C(=O)N[C@H]2CC[C@H](N(C2=O)[C@H](C(=O)N([C@H](C(=O)N1)CC3=CC=CC=C3)C)[C@@H](C)CC)O)CCCN=C(N)N)NC(=O)[C@@H](COS(=O)(=O)O)O)C	LQLBUPVHKUILGJ-LKAQEJCWSA-N	BGC0000332								Structure not proven unequivocally
cyclomarin D	C[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)C[C@@H](C)CO)[C@@H](C2=CN(C3=CC=CC=C32)C(C)(C)C=C)O)[C@H](C)C=C(C)C)CC(C)C)C)C(C)C)[C@@H](C4=CC=CC=C4)OC	AHDUXXXZGSWYHF-IXGGKXOYSA-N	BGC0000333	NPA011889	Cyclomarin D						
cyclosporine			BGC0000334			Cyclosporine	CC[C@H]1C(=O)N(CC(=O)N([C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N1)[C@@H]([C@H](C)C/C=C/C)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C	5284373	https://doi.org/10.1007/BF00928431	Trichoderma polysporum (Link ex Pers.) Rifai	
cystomanamide A			BGC0000335	NPA007209	Cystomanamide A						
cystomanamide B			BGC0000335	NPA009617	Cystomanamide B						
cystomanamide C			BGC0000335	NPA005786	Cystomanamide C						
cystomanamide D			BGC0000335	NPA006150	Cystomanamide D						
daptomycin	CCCCCCCCCC(=O)N[C@@H](CC1=CNC2=CC=CC=C21)C(=O)N[C@H](CC(=O)N)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H]3[C@H](OC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CNC3=O)CCCN)CC(=O)O)C)CC(=O)O)CO)[C@H](C)CC(=O)O)CC(=O)C4=CC=CC=C4N)C	DOAKLVKFURWEDJ-QCMAZARJSA-N	BGC0000336								Isolation reference hard to find. Originally called LY 146032
destruxin	CCC(C)C1C(=O)N(C(C(=O)N(C(C(=O)NCCC(=O)OC(C(=O)N2CCCC2C(=O)N1)CC=C)C)C)C(C)C)C	XIYSEKITPHTMJT-UHFFFAOYSA-N	BGC0000337	NPA009673	Destruxin A						
Echinocandin B	CCCCCCCCCCCCCCCC(=O)NC1CC(C(NC(=O)C2C(C(CN2C(=O)C(NC(=O)C(NC(=O)C3CC(CN3C(=O)C(NC1=O)C(C)O)O)C(C(C4=CC=C(C=C4)O)O)O)C(C)O)C)O)OCCCN)O	XSHXRYOJAITSJP-UHFFFAOYSA-N	BGC0000338			Echinocandin B	CCCCC/C=C\C/C=C\CCCCCCCC(=O)N[C@H]1C[C@H]([C@H](NC(=O)[C@@H]2[C@H]([C@H](CN2C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]3C[C@H](CN3C(=O)[C@@H](NC1=O)[C@@H](C)O)O)[C@@H]([C@H](C4=CC=C(C=C4)O)O)O)[C@@H](C)O)C)O)O)O	9898144	https://doi.org/10.1002/hlca.19740570818	Aspergillus nidulans var. echinulatus	
echinomycin			BGC0000339			Echinomycin	C[C@@H]1C(=O)N([C@H]2CSC([C@@H](C(=O)N([C@H](C(=O)OC[C@H](C(=O)N1)NC(=O)C3=NC4=CC=CC=C4N=C3)C(C)C)C)N(C(=O)[C@H](NC(=O)[C@@H](COC(=O)[C@@H](N(C2=O)C)C(C)C)NC(=O)C5=NC6=CC=CC=C6N=C5)C)C)SC)C	458034	https://doi.org/10.1002/hlca.19590420127	Streptomyces echinatus 	Structure revised in 10.1021/ja00842a029
echoside A			BGC0000340	NPA019077	Echoside A						
echoside B			BGC0000340	NPA014615	Echoside B						
echoside C			BGC0000340	NPA014934	Echoside C						
echoside D			BGC0000340	NPA016859	Echoside D						
echoside E			BGC0000340	NPA014882	Echoside E						
enduracidin	C[C@@H]1[C@@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)NC(C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)O1)C2=CC=C(C=C2)O)C)CC3CNC(=N)N3)C4=CC(=C(C(=C4)Cl)O)Cl)CO)C5=CC(=C(C=C5)O)Cl)CC6CNC(=N)N6)CCCNC(=O)N)[C@H](C)O)C7=CC=C(C=C7)O)C8=CC=C(C=C8)O)[C@@H](C)O)CCCN)C9=CC=C(C=C9)O)NC(=O)[C@H](CC(=O)O)NC(=O)/C=C\C=C\CCCCC(C)C	RMJTVVGTQVOXMA-UYIXOZJNSA-N	BGC0000341	NPA004177	Enduracidin						
enniatin	CCCC[C@H]1C(=O)O[C@@H](C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O[C@@H](C(=O)N1C)C(C)C)C(C)CC)C)C(C)C)C(C)C)C)C(C)C	VGOLHAPJYMAXRH-CKHUAROESA-N	BGC0000342								Not a compound name- this is a compound class
